,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
663,BiafraWeStand_,Biafra is my religion...,Sweden,108,62,2455,0,"@DailyPostNGR Fake news, north is the safest and peaceful place to leave... stop making as if north is bad. @LaiMohammed pls confirm this, is it true? https://t.co/f9Gh1vfM12",[]
664,Jessica39902431,,,22,6,2202,10973,"BREAKING: Given the fact that there are dueling electors from multiple states Joe Biden is not the president-elect. If it is determined that Joe Biden won on January 6th he will be the president-elect, but not until then. Anyone who says otherwise is spreading fake news.",[]
665,horchatapapi,Still Slummin,Richmond Ca | Guadalajara Jal,342,400,104062,7972,the news on December 21st 😂😂 https://t.co/j0JvwTTr8z,[]
666,GhPoliceService,Official Twitter account of the Ghana Police Service.,"Accra, Ghana",1,315768,2677,1,"News Release: Adherence To Public Order law

The Police Administration reminds organizers and participants of special events such as demonstrations to give due regard to the laws of the country, particularly the Public Order Act 1994 (Act 481)...Read more from the attached https://t.co/lKHr4Zx3Rd",[]
667,TPerky5,Dad’s Fav girl😻,,246,32,1272,32,"Just woke up to some really shameful news coming from uganda. 
How on earth did the show take place
Why do we always choose to be embarrassing ourselves in Africa. This is utterly shameful .  
#FreeOmahLay  #FreeTems",[]
668,Suman73342152,,,10,32,2111,26,"#MPTETjoining_एमपी_माँगे_जवाब
@CMMadhyaPradesh 
@Indersinghsjp 
@schooledump 
@OfficeOfKNath 
@ChouhanShivraj 
@PTI_News 
@INCMP 
@indiatvnews 
@ZeeMPCG 
@indiatvnews 
@JituP_office 
@jitupatwari 
@CMMadhyaPradesh 
We want joining mptet qualified https://t.co/KwYJxNg7Oj",['MPTETjoining_एमपी_माँगे_जवाब']
669,pwsimerimiaw,Violence and Silence are the same.  The worst kind of violence is the violence of Silence. Y math gwaethaf o drais yw trais Distawrwydd. (Female),,8865,8102,211995,1180,The very same curbs put business in despair across the North but why only now is it headline news? https://t.co/TPMH0XlY2q,[]
670,troubledcortex,"Would be writer, social commentator and self opinionated depressive.",,627,66,608,95,"At last some good news. The US has corrected its 2016 error. Sadly ours is still happening, despite it bearing no relation to what its lying promoters promised. It will take longer and the damage will be greater. https://t.co/UbJiGH5Q9F",[]
671,cinnqmxn_,🏳️‍🌈🎭♋,,52,1,6,1608,"Ann Reinking, the Tony Award-winning actor, dancer and choreographer who is perhaps best known for playing the role of Roxie Hart in 1977’s #Chicago, has died at 71 https://t.co/nRtrCKupEW https://t.co/m4yi366DLM",[]
672,BigHitsRadio_UK,"Community online radio station based in Newtownards, Northern Ireland playing hits from the 1960s to the present day. Email: admin@bighitsradio.uk",Northern Ireland,606,245,3044,3,"With many offices left vacant recently and empty student accommodation coming up to Christmas, we are asking those responsible to please check their premises and to protect them against frozen pipes. 

For information on how you should prepare visit:
https://t.co/uC9FZUW8zR https://t.co/Okr1gHslls",[]
673,5Revelation1,"82nd Airborn division, ready for combat sir!
Make the call Mr. President 
God wins",,981,890,2415,45,"BREAKING: FBI, Texas Rangers and US Marshals Raid Solarwinds HQ in Austin -- More News Coming on CEO and Executive Vice President https://t.co/ybJ3qwr1nE via @gatewaypundit",[]
674,Hanaya_Inspirit,"Moroccan INSPIRIT💛
#INFINITE #OT7 #WOOHYUN #HOYA #LOVELYZ
2018/09/04 ▶️ 2018/10/04 Best month of my life😭 @wowwh i love you♡
IG: @/namu.infinite[fanaccount]",Morocco,524,521,19311,244,"Kim Sung Kyu’s return with his third mini album ‘INSIDE ME’ proves to be a success as it tops the iTunes K-pop album chart in 12 regions around the world

Source: https://t.co/L25F5BxZMz https://t.co/EKVz7BlVMl",[]
675,Jessica191965,No #MeToo hags.  Stop the Polanski and Woody Allen witch hunts - and false accusers who ruin lives..,London,320,144,3239,20169,"CHULEY OPINION: Forensic auditors find shocking 68% error rate in one Michigan county’s votes - https://t.co/5uO5DOUJkM - @washtimes ""Oops. Big oops. In fact, the system was found to be ""purposefully designed w/ inherent errors to create systemic fraud and influence ... results.”",[]
676,sicross2000,,,136,206,4544,0,NIC Rail Needs Assessment #HS2 https://t.co/245qeKvPU5,['HS2']
677,zaxxxppe,Focused on Bosnian Regiments in the Great War | Native European ᛟ,Feldwache im Südosten,160,837,9146,0,"@mfa_russia @RusEmbBih This is, quite literally, the definition of fake news.",[]
678,Catcahill15,"#BlackLivesMatter 

#BidenHarris2020",,5001,2924,62661,77,"Geraldo Rivera, a republican Fox News anchor, told Trump today that if he keeps up the denial, he’ll be seen as a sore loser. Geraldo also suggested that the vaccine be named after Trump to honor his legacy. Geraldo’s opinion means as much as a cardboard box. Wouldn’t you agree?",[]
679,only13_oppa,with Super Junior & Wang Yibo,,166,0,3825,2001,"[SJ NEWS Ep.3] 슈주 뉴스 3회 

YouTube▶ https://t.co/Mk4Z3HbRZ3
(EN/JP/CN Subtitles provided on YouTube ‘SUPER JUNIOR’ channel) 

#슈퍼주니어 #SUPERJUNIOR #슈주뉴스 #SJ_NEWS https://t.co/W4SdHpa8EH",[]
680,Clearly_Nuts,,,1139,186,5503,1,"More damning evidence against #PrinceAndrew.

We always knew, but now the *mainstream* accept he has been lying, &amp; @VRSVirginia was telling the truth 100%.

Are all the people who said survivors were lying now going to apologise? They should

https://t.co/XiIIaNuUDx",['PrinceAndrew']
681,yoonhichi,, Australia,151,67,1856,992,When they started calling their parents to tell the news that they got a grammy nomination is just 😭 @BTS_twt,[]
682,Quinta00876879,"amo mj con tutto il mio cuore!! saro sempre a difenderlo  antifascista,antileghista, italian","Forlì, Emilia Romagna",2204,1083,105225,1,75 ways Trump made America dirtier and the planet warmer | US news | The Guardian https://t.co/Uyx5i5OzTb,[]
683,SRKianAnjul,JUST A FAN,Mars,560,470,9803,9,"@ButNamjoo London Live 
LA Times 
Time Magazine
Wiki 
Google 
BBC America 
BBC London 
CNN America 
T&amp;T World 
SKY News 
One News 
Nat Geo
Discovery channel
Times Of London 
Davos 
Cgtn China 
Forbes 
Declared @iamsrk as Worlds Biggest star 🔥

#ShahRukhKhan https://t.co/Z241obnV06",[]
684,TinyEssex,"❤️ @BasketCase321 ❤️My Wife My World 🌎 Family is everything, Essex now in Wales 🏴󠁧󠁢󠁥󠁮󠁧󠁿🇬🇧🏴󠁧󠁢󠁷󠁬󠁳󠁿 #TottenhamHotspur","Essex,England",58,345,9841,18,"We were not shocked when they immediately found a "" diagnosed with autism"" card to play

BLM propaganda is illegally peddled in our junior schools by left wing teachers, intolerance is promoted to young Muslims by cultist fanatics &amp; the media stay silent?

https://t.co/u5mDdIibuR",[]
685,hsse90,cool with God,"Lagos, Nigeria",254,15,539,0,@Nadz70117093 @jcokechukwu So what your tell me you still get your news from fake news CNN and your telling us that plz wakeup,[]
686,cjwizgeek,"Sometimes funny man, Co-host of @3BlackGeeks, Podcaster, Gamer, Computer Tech, Movie Critic, occasional wisdom 
#3BGPodcast #MorphinMetacast",DMV,774,270,9951,159,"Imagine, not having to wait for a vaccine because your country is run by adults and not populated by petulant children: New Zealand lifts all Covid restrictions, declaring the nation virus-free https://t.co/yRBkmULu0E",[]
687,enfro45,cut war not welfare. @NHSStaffVoices,,272,53,5270,0,Jimmy’s will provide comprehensive support to help them settle in and integrate fully with the community: https://t.co/CHP5OZqA38,[]
688,si_biles,"Digital Forensics & Information Security Specialist, Consultant & Author. https://t.co/NrxMNVn2Rw",Oxfordshire,507,620,5876,0,Thinking Security ® is out! https://t.co/6c7wBPo475 Stories via @ElcomSoft @Alevskey @DFIRTraining,[]
689,wavvvyyyyyyy,Christian Dior.,universe✨,93,74,2529,51960,Any finger that retweets this will receive good news tomorrow😇 https://t.co/3D2BLM0bYt,[]
690,DaveCatsDave,"cat dad

he/him",Manchester,956,331,3997,18,"This podcast features a woman who says she couldn't get a school place for her daughter ""because of immigration"", and a reference to Leigh voters being ""ambivalent"" about the free school meals issue, because people who go to foodbanks ""have massive TVs"" https://t.co/T3XcI9C1yC",[]
691,_mokeng96,,H a y a n i,17011,17102,48599,28,"Samir Nurkovic has reached an agreement to sign a new and improved contract with Kaizer Chiefs and could make his return to action this evening.

ICYMI ➡️ https://t.co/rvtpLJURjY https://t.co/JSrQWnLAjh",[]
692,YorkshireProps,"Yorkshire's ONLY mass-distribution, freely-available, monthly publication dedicated to property. Est. 1990. Simply the best value property advertising around.","Mirfield, England",1575,1914,31567,1,"Today, being an estate agent is more than just selling houses. A good agent should be a good psychologist too. https://t.co/s93pZvRQot #property #propertyexpert #alexgoldstein #yorkshireproperty #propertyadvice #estateagents",[]
693,alwaysjihoon_,@treasuremembers,,3392,6911,90808,0,i am sobbing this news is kinda big jshsjshhs hELP,[]
694,UROCKlive1,"Not a ghost, just a reminder.

Fan of the *real* media and the ""deep state"" aka the ""rule of law.""

Not a fan of mobsters and liars.

Democracy is worth saving.",Beautiful Northern California,87767,188866,270113,0,"In a speech after the announcement, Biden said US democracy had been ""pushed, tested and threatened"" and ""proved to be resilient, true and strong"". He criticised Donald Trump's attempts to challenge the result, and said it was ""time to turn the page"". https://t.co/dLVLMzXiVC",[]
695,yoongisugar_,"#𝐁𝐀𝐍𝐆𝐓𝐀𝐍 ─ 𝗳𝗲𝗲𝗹𝘀 𝗹𝗶𝗸𝗲 𝗵𝗼𝗺𝗲. 🏡★ blue color💙 02l💫

I AM A FAN OF A GRAMMY NOMINATED ARTIST, BTS",Indonesia,899,872,28776,992,When they started calling their parents to tell the news that they got a grammy nomination is just 😭 @BTS_twt,[]
696,SaferGemsUK,"Initiative For The Prevention Of Crime Against The Jewellery, Arts & Antique Trades",,458,1252,4532,0,Images of watch issued following theft in Islington - Metropolitan Police https://t.co/YM8e0lCpLX,[]
697,Jeff18781,,,186,263,20406,21,Support the small businesses otherwise this 800k figure will be just the beginning. Many are hanging on by a thread right now and need support urgently. #ExcludedUK @EstherMcVey1 @DJWarburton https://t.co/Zp2Ny1vM5O,[]
698,Iam_entee,"Unapologetically Burna









Voice Talent || OAP || Songwriter || Performing Artiste || Audio editor || @Voiceover_hq

+2348057606751
davidojo1309@gmail.com","Ota, Ogun State",3200,2841,7253,0,"Garba Shehu: There's News from Kankara sir, about 300 boys we...

Me as Buhari: eeiiss, I don't want to hear any bad news for the remainder of 2020 please, don't ruin my day https://t.co/7Zu2ycBC4d",[]
699,DestinElorza,Lakad Matatag,Quezon City,8,0,85,1,"Juan News: Cash lanes at NLEX will be reopened, the highway operator said after cashless toll collection using the RFID system drew the ire of motorists and local officials.

#JuanNews #JuanBulletin https://t.co/KInYuHLCDB",[]
700,Arghya_justify,Research Director at Vidhi Centre for Legal Policy @vidhi_india; Host of JUSTIFY- a podcast on law and politics; Author; Columnist; Strong views on most things.,"New Delhi, India",23,1078,206,0,News in India is broken. How do we revive it? A freewheeling chat with @Jaai1234 and @AniruddhNigam on Episode 3 of Justify Season 2. Listen in. Plus an exciting quiz at the end! https://t.co/Iz52oRL9jw,[]
701,aimf0324,"ファンアートお絵描きマン。たまに創作。好き勝手に趣味で絵を描きます。SONIC、PROTOTYPE(洋ゲ)が大好き。トマトが大嫌い。
https://t.co/fGe6p0dvfW
https://t.co/ICtZAGbdDy",Japan,1191,15420,259958,230,"Happy Sunday! This year we've had a blast celebrating 60 years of SEGA with you all! Here's a closer look at some of the best of the #SEGA60th celebrations: https://t.co/brdAymdpd9

#GOSEGA https://t.co/E0hRF63KRo",[]
702,EastEndCommuni1,"For those who live, work & enjoy the East End of Toronto
Tips, Safety, Health, Places to Visit, & Entertainment,
Striving to Make a Great Community Even Better!",,1761,600,25214,1,Hospital visitation policies should reflect what loved-ones contribute to a patient's recovery https://t.co/CINY56SKyK https://t.co/YwCiBAGMYn,[]
703,Simeon_Topboy,"Don’t play games, let’s do love 💡❤️","Lagos, Nigeria",527,527,3010,39,"Me as a Nigerian newspaper vendor : Oga buy paper if you wan buy, you don read all the news finish as you dey stand. https://t.co/Zpim4Oag8Q",[]
704,themantofollow_,The Little Agitator,Uganda,49,373,389,0,@AyodeleHelen2 @davido @burnaboy @Omah_Lay Meanwhile...here is something worthwhile to concern your self with instead of posting here nonsense. https://t.co/o1TPPKpILx,[]
705,BenForShore,Once stood for Shore. Now stands for ...,"North Shore, New Zealand",1477,360,11348,232,“Wellingborough Conservatives News says ‘Trump has learned that a lie can go round the world before the truth can get its boots on’. If you make enough dubious claims fast enough honest speakers are overwhelmed ‘“ https://t.co/rEM503gyjD,[]
706,khlimkhlim44,,,76,2,212,0,@EliteOB_ Fake news?,[]
707,Mrsmariebaker,wonderful mother to 4 amazing children (adults now)married to Bob Baker of K9 and Walllace and Grommit fame   love him so much. Excellent cake maker,,167,207,22282,113,"The difference we could make &gt;

Labour's £3bn welfare plan would lift 360,000 kids out of poverty, study shows https://t.co/AInG8SVBPI",[]
708,GbenroAdegbola,"Educational Books Publisher & tech enthusiast, (especially its application in Education). Works with @firstveritas Tweeting increasingly about Nigerian affairs.",Ibadan; Nigeria,2356,9912,93666,1003,The fact that this is considered a major news alert is 2020. https://t.co/s9xzF6DMMT,[]
709,robinselin,,"Stockholm, Sweden",1516,105,1139,5654,"TX presidential electors cast all 38 votes for Trump &amp; Pence... they also voted to ""condemn"" SCOTUS tossing out TX election lawsuit. #txlege https://t.co/L5JLzLk7Jm",[]
710,SeasonKeepers,"A new 20/21 season Football Show covering all things #FPL, #SkyFF & #ChampManFPL 📝.       Co Hosts - @CleanWipeoutFPL & @FPLDrug 4k 19/20 🔥",,276,326,1056,0,"BREAKING NEWS! 

For those on Instagram, we have decided to jump onto the platform ourselves 🔥

If you’re on then then give us a follow ❤️

@theseasonkeepers on Instagram if you’re on there 📝

#FPL #SkyFF #ChampManFPL","['FPL', 'SkyFF', 'ChampManFPL']"
711,ketaminh,"rural doctor,love my family & dream of how to make things better . #Delta7. Goodbye Loretto , keep flying",Tweets are my own and not representative of my employer,6345,23325,559845,1,"“South Australia's public health chief says poor ventilation, not security breaches, at an Adelaide quarantine hotel may have triggered the coronavirus cluster that sent the state into lockdown last month.” ⁦@covidisairborne⁩ https://t.co/LHrqTPwzxb",[]
712,GeorgePugh7,,"Fenay Bridge, England",749,73,174,51962,Any finger that retweets this will receive good news tomorrow😇 https://t.co/3D2BLM0bYt,[]
713,RMAFCBNews1,Find the latest Real Madrid and Barcelona News and trasfers. #Halamadrid #fcb,,7,0,29,0,"Marquinhos warns Barcelona: the maker of the Remontada is with us now🔥.
Captain of Paris Saint-Germain issued a strong warning to Barcelona before the upcoming confrontation between them in the price of the Champions League final.
Full News: https://t.co/6Rps0eaL9o
#PSG #FCB https://t.co/HwZR8TPYk1","['PSG', 'FCB']"
714,Discover_Cement,"Get the latest news, innovations and great customer stories from FLSmidth Cement and our Discover #Cement magazine.",,45,110,55,0,"PRODUCT LAUNCH: New 24/7 online kiln condition monitoring.  New service gives you access to the industry’s best kiln experts 24/7. Based on real-time data, they look for early signs of failure to avoid unplanned downtime, so you don’t have to. 
#cement
https://t.co/EyuL4ChgLK https://t.co/hXNjYemSKs",['cement']
715,thesorehead,Religion seems so arbitrary; science is pure empiricism… I wouldn't believe in anything anymore if not for my lucky astrology mood watch.,,4,7,3764,0,The first international students to arrive in Australia since the pandemic shut borders head to class:  https://t.co/AK9gZAIAwB,[]
716,thesorehead,Religion seems so arbitrary; science is pure empiricism… I wouldn't believe in anything anymore if not for my lucky astrology mood watch.,,4,7,3764,0,Alleged child abuser Malka Leifer loses appeal against extradition back to Australia:  https://t.co/iazZXcfQ3K,[]
717,andrevictor_df,,"Belém, Brasil",1847,326,70469,8243,BREAKING: Judge orders release of report examining Antrim County vote tabulators https://t.co/MxscxgyW75,[]
718,Oldboy267,Okkk Byee !,,85,1110,135,0,@PTI_News Everyone against him is misguided,[]
719,thesorehead,Religion seems so arbitrary; science is pure empiricism… I wouldn't believe in anything anymore if not for my lucky astrology mood watch.,,4,7,3764,0,More than 300 children still missing in Nigeria as Boko Haram claims secondary school abductions:  https://t.co/6uAHTSUYgA,[]
720,grantale,Ocean science guy,Melbourne,274,52,108,0,@antsharwood Fake news.,[]
721,BoggisCat,,,48,59,6887,0,"@craigcrza @anthonyzenkus @AnaKasparian @AOC As I said: it was mostly the corporate media propaganda.

Now try to think of why the corporations are trying to stamp out alternate sources for news and commentary.",[]
722,LM5Hvideoviews,"Streaming Little Mix, Fifth Harmony and Camila’s music videos to reach 100M views (views updated every month)","Manchester, England, UK",275,173,10410,10058,We know that Jesy leaving the group is going to be really upsetting news for our fans. We love you guys so much and are so grateful for your loyalty and continued support of all of us.,[]
723,moriiiire,unstable,,1037,1279,5896,39,"Me as a Nigerian newspaper vendor : Oga buy paper if you wan buy, you don read all the news finish as you dey stand. https://t.co/Zpim4Oag8Q",[]
724,prevost_nicola,"Retired Nurse Consultant End of Life Care nhs. Hospice and community nursing career for so long I've lost count. Improving photographer, enjoying natural  🌎",Kent UK,293,204,1435,5,"Lack of reliable health service data...how many times I heard that. Shocking really that in 2020, with all our tech advances, its still unavailable, unconnected, unreliable. Good piece from @cewalshe @Strategy_Unit on service use during last years of life. https://t.co/NZaaIGtcn6",[]
725,peterfelth,,,504,589,30298,102,"Probably what made him perfect for the role of aiding genocide and economic deprivation across the planet, then. 

WHO chief Tedros Ghebreyseus is accused of aiding genocide in Ethiopia https://t.co/PpNS5GoUCL",[]
726,RafidAiman_,"I'm here because cats.
adventurous. 🐧 @PutriNatasha_","WPKL, MY",467,487,101854,1945,"Versus New Zealand, Taiwan has experienced less than 1/2 the COVID-19 cases, and less than 1/2 the deaths.

Taiwan also gets less than 1/2 the news coverage, while having 5x the NZ population and 14x the pop density.

Taiwan is also woman-led: President Tsai Ing-Wen, PhD. (1) https://t.co/R0ymAx2Guh",[]
727,EulbSyhr,"👁
ALEEEE DAYOOON UNSAY ATO GANG???
https://t.co/pkMrR71HdT",,243,254,2735,1344,retweet for good news,[]
728,blahfurhsnarg,"this is your life, it hurts a whole fucking lot sometimes, but its your life, and its beautiful.",Singapore,175,300,52528,1945,"Versus New Zealand, Taiwan has experienced less than 1/2 the COVID-19 cases, and less than 1/2 the deaths.

Taiwan also gets less than 1/2 the news coverage, while having 5x the NZ population and 14x the pop density.

Taiwan is also woman-led: President Tsai Ing-Wen, PhD. (1) https://t.co/R0ymAx2Guh",[]
729,art_movies45,,Ventura,572,160,9816,2039,"Hello! I know people are hungry for s2 news and it warms our hearts to see all the excitement. But pls remember we've been impacted by covid, just like everyone else! We're workin' hard on making cool stuff, so thank you for your patience. :') https://t.co/hqilNg0TeB",[]
730,pitpony5695,"Brythonic 
DYSLEXIC Ex soldier/Coal Miner",,184,616,99978,25,"Worth reading.

https://t.co/AXO2xd2Tgz",[]
731,MerrettCarolin1,,,65,56,3895,6,More than half a million of Uighurs 'forced to hand-pick cotton under 'coercive labour scheme' in China's Xinjiang' https://t.co/HCr2JgiUr6,[]
732,8964meme,"HongKonger. 光復香港 時代革命 Liberate Hong Kong, the revolution of our time. Memes, PC games, Music. Most importantly llama ass.",,99,46,8400,107,"Brazil drug agency questions 'transparency' of China vaccine.

Health regulator Anvisa accuses China of using criteria that ""are not transparent"" to win emergency approval of its coronavirus vaccine CoronaVac

https://t.co/vizUVR2oO1 https://t.co/2u3M8vP4wt",[]
733,colonelraoulski,Glad to be. On the right side of history.,Victorian,357,80,7533,0,"Mr Burke said health professionals needed to understand the importance of tools that could support people with disability during their treatment.

He told the inquiry he used a ""toolkit"", which included ...sensory items, that helped his anxiety.
https://t.co/7sHjAtTiqD",[]
734,NOTHERN_KING,"Allah first🙏❤. family sec ❤.Agronomist🍀🌳🌳🌲🌴🍁, manchester united❤❤. too much laugh.hate lies👿 ||ACE THE SECOND||",your big head,2720,3327,27579,38,"BREAKING: Boko Haram Leader, Abubakar Shekau, Claims To Be Responsible For The Abduction Of The Schoolboys In President @MBuhari's Home State - Page 36 - Reducing fake news in Nigeria https://t.co/e4fTgoSos3 #BringBackOurBoys",[]
735,BG_Grace,"Palaeo cat, & general science man. Likes a spot of history, fossil hunting & rock music. Hoping to do a palaeo-PhD if somebody will fund & supervise me.","Kent, Europe",31,1336,198163,1,"Brexit deal could be agreed this week if the UK compromises over fishing, says EU chief negotiator https://t.co/w2M8Pxu8cp via @Yahoo... the issues that are causing problems now are the same ones that have always been barriers to a deal. This Gov have always wanted a no deal.",[]
736,mariano196,"Venezolano indomable e indoblegable de la casta de los hijos de Chavez y Bolivar
CHAVISTA A TODA PRUEBA HOY MAÑANA Y SIEMPRE",maracay,754,275,18284,32,#FromTheSouth News Bit | Bolivian diplomat elected as new Secretary-General of #ALBA-TCP https://t.co/ysK2dRl23r,"['FromTheSouth', 'ALBA']"
737,JamesConverge,"Tweets about #contentmarketing, #entrepreneurship, & #stoicism. Founded @ConvergeToday & Co-founded @BarndoorsBanjos.

📨 - https://t.co/kbBWbCwSxY",UK,230,401,2905,0,"@paul_a_smith @RicochetAI @Cognism Congratulations, Paul. That's excellent news!",[]
738,foreverluvbts7,"“Being an adult means sometimes you have to let things go. If you can't let go, you'll even lose what you have  That's life.”- min yoongi",OT7 | India ,218,374,52509,993,When they started calling their parents to tell the news that they got a grammy nomination is just 😭 @BTS_twt,[]
739,alpha__sierra,Boursicoteur du dimanche.. et du reste de la semaine,,108,17,301,0,@arnaudGUILLEME3 la news arrive ?,[]
740,spicynoise,Naarm. watch out for sharks. yeah nah.,Naarm,552,198,22671,480,"More terrible news from #China. Haze Fan is an experienced Chinese journalist. Apart from Bloomberg she's worked for Reuters, CNBC, CBS and Al Jazeera. Now she's been taken away to be held in secret because of some ""national security"" breach. https://t.co/VOdgAVuH4O",['China']
741,RockstarEmmax,"Laycon🐺, Messi🐐, OBO😈, John Cena💪, Sharukh Khan 📀 Stan account.",,209,227,3828,93,"Omah Lay, Tems arrest make Burna Boy, Laycon, Teni, Peter Okoye and odas react.
https://t.co/f40qiVJWj9",[]
742,jrnllmgbn12,patusok ka? ✨ | multi-fandom,skies,239,182,3146,2,"TREASURE will sing an ending theme song for TV Tokyo anime ‘Black Clover’. OMAYGOODNESSS!!! 😭😭😭😭 I'M SOO HAPPYYYY!!!

Source: https://t.co/VEynxdcct3

@treasuremembers #TREASURE https://t.co/qozpAzK9kD",['TREASURE']
743,ChosenLawyers,,,303,12,1261,0,"Bigot-Idiots come in all colors and shape. Man who screamed anti-Semitic remarks to man and son in Miami Beach arrested, cops say https://t.co/hukJqALo3J via @Yahoo",[]
744,DaveWolinski,Trying to coffee @idlehandscoffee. Trying to football.,Manchester.,562,709,19419,366,"Every major news outlet reporting on London’s new restrictions.

Leading voices now calling for financial support for hospitality.

I absolutely agree, BUT this must be backdated to cover all regions who have already been suffering these restrictions for months.",[]
745,Sweet2Sunday,CyberSecurity Engineer and Disaster Responder. USAF Veteran. Democrat #VOTEBIDENHARRIS2020 #BLM,"New York, USA",4895,882,19898,654,"Barr fired a top federal prosecutor who was probing a shady foreign bank in the dead of night and then lied about it.
https://t.co/kitYcORMm5",[]
746,parnel11231,,,1053,504,6389,36,"Canada is providing $485 million to help developing countries cope with #COVID19, including therapies to limit deaths and ease the burden on strained health-care systems. 

https://t.co/Ridffc0veB",['COVID19']
747,DavidAnsa6,Mass Communicator||Photoprenuer|| Twitterpromoter just Dm for business || The Realest and Illiest|| IG: @ d.ansa_imagery,Nigeria🇳🇬,592,832,8847,148,Boko Haram claims kidnapping of hundreds of Nigerian students https://t.co/oq5vxVBqrM,[]
748,group7kings,"l love love love BTS too much i love myself too family too just join social media only for BTS
 ᴀ ғᴀɴ ᴏғ ʙɪʟʟʙᴏᴀʀᴅ ʜᴏᴛ100 ɴᴏ 1 sɪɴɢᴇʀs",,972,784,131057,993,When they started calling their parents to tell the news that they got a grammy nomination is just 😭 @BTS_twt,[]
749,aveganraven,D.N.R.,"Antalya, Türkiye",148,28,608,3,"Turkish municipality building 'taken hostage by sheep, goat, lambs' 
#Turkey #nevsehir https://t.co/HdL0L3Juwg https://t.co/xIiuLM6aRw","['Turkey', 'nevsehir']"
750,GudrunAssmann,,,381,54,2330,169,"Can't anyone see? israel's tripled home demolitions; dispossessions; land theft; evictions; ""is"" annexation: but without the announcements https://t.co/66cdsArzcb",[]
751,DanLarge2,"Doors and corners, kid. Doors and corners.
Ops Engineer / Space Geek / Bass Player / Doodler","NW England, UK",632,225,3896,0,"@normansbite @JimMFelton It's Rod Liddle
https://t.co/OHaZde3WHR",[]
752,SCVFDE912,Love Going Camping/Fishing/Riding My Mongoose Bike,"Blountville,TN",262,18,2042,13,"NEWS: The GTAOnline Cayo Perico Update is now available on PC.

File Size 9.31GB

@FoxySnaps https://t.co/Sl2OX3T7Bs",[]
753,BreathalyserGuy,Alcohol Breathalysers Pty Ltd. Supplier of #iSober #iBlow #Alcoscan  Breathalysers - Promoting #SoberWorking #SafeDriving #themorningafter #ArriveAlive,"Johannesburg, South Africa",1441,2294,6519,1,Bakwena urges road users to drive with caution this Festive Season https://t.co/bhLJWRQF9O #ArriveAlive #FestiveSeason  @BakwenaN1N4,"['ArriveAlive', 'FestiveSeason']"
754,nicholaswaititu,"Kenya young politician and youth rights defender.
https://t.co/kBWWxH7vSt
https://t.co/hLggFqTkcP","Nairobi, Kenya",2154,4069,14948,0,@eng_mokogoti Fake news https://t.co/8icHNXVqXc,[]
755,MSMWatchdog2013,"Fact checking is everybody's business.

P.S. My name is Jo (Joanne), so you can correctly assume, I'm not a bloke. 😁",Australia,19152,17415,676283,171,"It's perverse that the fed gov's media regulator finds @abcnews 4 Corners guilty of impartiality while Sky News spews out conspiracies and disinformation unchecked. See @crikey_news investigation into cosy relationships and a failure to regulate #auspol  

https://t.co/iW34shnclu",[]
756,Capital_Hungry,"Currency, Commodities, Indices and Metals Market Information| Analysis|Banter|Thoughts about Life -

Fundamentals and Technical Analysis

Jev Hayre (Jeev 😅)",Not Financial Advice,5,1275,3891,0,HUNGARY CENTRAL BANK SAYS IT WILL HOLD NEWS CONFERENCE AFTER RATE DECISION TODAY #News #Forex,"['News', 'Forex']"
757,hqn_news,"We provide fast, practical advice – essential for busy housing organisations.",UK,1889,4684,11273,0,"Alistair McIntosh opens our Year in Review event: ""It is interesting that Covid-19 sparked an instant public health response. But it is estimated that 40,000 people a year die from air pollution yet nothing is done on that""

#HQNReview #ukhousing","['HQNReview', 'ukhousing']"
758,PhoenixFutures1,We are a charity and housing association providing services for people affected by substance misuse,United Kingdom,2623,4907,7732,1,"Scotland's drug deaths rise to new record. “The much-delayed figures show a record number of deaths for the sixth year in a row and the highest total since records began in 1996.” #AddictionRecovery
#MentalHealthAwareness  https://t.co/UTt6hQpL5r","['AddictionRecovery', 'MentalHealthAwareness']"
759,BazaarUK,"Fashion, beauty, culture, art, travel - all you need for a stylish life",London,816,515836,106970,0,Pippa Middleton is pregnant with her second child https://t.co/5auqduafby,[]
760,harper_harps,"Humanist,Atheist,apolitical. Read Milligan and History. Love family,friends and animals. Will never turn the other cheek. 👍",,254,41,4085,2,"Our leader @Morris__Bright has issued this statement after today's announcement that Hertsmere, along with @WatfordCouncil, @ThreeRiversDC and @BroxbourneBC will move into Tier 3 or Very High Alert Levels from midnight on Wednesday. #StaySafeHertfordshire https://t.co/Ey1gEsNQhf https://t.co/dspqEht0Wt",[]
761,NekoDaice,,,194,324,86931,407,"TREASURE will sing an ending theme song for TV Tokyo anime ‘Black Clover’. The title of the song will be ‘Beautiful’.

Source: https://t.co/9CWlMdhg7C

@treasuremembers #TREASURE",[]
762,zoey_jewel,D&E • SUJU • FAN ACCOUNT,Desi •,580,617,36132,0,Just got home.. haven’t seen the news ep.. but now many versions are we expecting? :))),[]
763,Treasuremyw0rld,~TREASURE ONLY~,México 🇲🇽,182,204,39750,407,"TREASURE will sing an ending theme song for TV Tokyo anime ‘Black Clover’. The title of the song will be ‘Beautiful’.

Source: https://t.co/9CWlMdhg7C

@treasuremembers #TREASURE",[]
