,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
1380,KimTann60027815,Kim Taehyung 👑,,397,140,8499,96,"gentle reminder that taehyung is more than your ""love all 7"" quote. normalize praising him for his talents, his sweet personality and qualities and talking about his achievements as the successful artist he is.",[]
1381,JennyWWiz,https://t.co/bpkfycpihv #Wizkidfc #starboyway #starboygang #madeinlagos,,250,63,1638,32,We love you too baby🥺❤️ our one and only starboy 🦅 machala 🚀 wizkid ayo balogun😫😫❤️❤️🙇🏻‍♀️ https://t.co/uHtqBhpNfo,[]
1382,jkpsweet,This is who I am and who I always will be.💚#GOT7 🐦🐥 #JACKSON #BAMBAM #YUGYEOM #JB #MARK #JINYOUNG #YOUNGJAE,🍓,840,128,370494,21,what makes kim yugyeom breathe is showcasing his talent along with got6 to all the ahgases. i just love the way we're always in his mind and gyeom truly deserves all the appreciation in this world. https://t.co/ntUla4nDQc,[]
1383,DamareanMacias_,19. Black/Mexican. ♒️. Free my bro ⬆️,Houston,2221,2209,10427,1902,i love laying up. 😩 we ain’t even gotta do nun let’s just lay together. 🥰,[]
1384,LoveLiveFrames,"🍊⛵🎹🍭😈🏵️✨🐬🌸
Post Every Love Live Frame Sunshine at 1 FPS, 15 Frames per Hour
If possible. Don't forget to donate in:",,74,2524,55783,0,"Love Live! Sunshine!!
Episode 4 Season 1
Two Girls' Feelings
Frame 4317/5050
#LLFrames #lovelivesunshine #ラブライブサンシャイン https://t.co/JRFtIb20z6","['LLFrames', 'lovelivesunshine', 'ラブライブサンシャイン']"
1385,JosephTwumasiA9,,,191,211,8345,33,"#Ghana, Again you have shown your love for @shattawalegh by supporting every project that he is on. #2 trending . #JamaicaGarrisonChristmas now on pre order Just open iTunes and Search for the album. Big up @flexkgermain @GRUNGECAKE  @PulseGhana  @Y1079FM  @GHOneTV  @Hitz1039FM https://t.co/Rg9gJCCupx",['Ghana']
1386,Soybeansprout87,"PhD student. French-Maghrebi literature and women writers. Oral tradition. Sociolinguistics. Future Arabic speaker. Veggie. Faith, feminism, motherhood. Coffee.","Knoxville, TN",140,42,48,0,"@RachelSchine 🙈 I cited you in my paper. Briefly because I’m a French student pretending to know things about Arabic poetry. I love your work, though!",[]
1387,jaehyuoi,"【 Written by a fan. 97년. 】He can make everyone melts just by seeing him smiling and listening him singing, living in America for 4 years. 정재현 from NCT.",Bubby’s ♡,218,199,4628,10172,"Remix version of NCT ‘Make A Wish’ &amp; ’90’s Love’ to be released on DEC. 17th through ‘iScreaM’ project!
A talented DJ and producer Wuki and a new producer SQUAR participated in a remix! 

#NCT
#MakeAWish
#90sLove
#Remix
#Wuki 
#SQUAR 
#iScreaM
#ScreaMRecords 
#SMTOWN https://t.co/2TlNxVT0j2",[]
1388,NishaRegmi12,"shehnazian ♥️love sidnaz too😘
biggest fan of shehnaz from Nepal 🇳🇵
my love for her is unconditional 💕
mumma is my world 🌍😘..",Nepal,5,24,6881,36,"I just love her old pics 😍 💕 
#ShehnaazGill #ShehnaazGallery ♥ https://t.co/991TX4GWv3","['ShehnaazGill', 'ShehnaazGallery']"
1389,deukieslimario,"I know I’ll have enemies, 
Long as you’re into me. 
But I don’t care cause I got what I need


-J",south korea,72,48,164,0,"Kill This Love in theaters December 27'

have a good time!!! 

#BLACKPINK #blink #lisa #jennie #jisoo #rosé #kpop #kpopedit #movie #cinema #ktl #killthislove https://t.co/IuYUHh1Yss","['BLACKPINK', 'blink', 'lisa', 'jennie', 'jisoo', 'rosé', 'kpop', 'kpopedit', 'movie', 'cinema', 'ktl', 'killthislove']"
1390,bxtaetoeex,"↷ ·˚ ༘ 💌  𝑰 𝒍𝒐𝒗𝒆 𝒚𝒐𝒖! :: ꒱  「 𝐎𝐭𝟕 」                             ✎ : —@BTS_TWT ;; @ENHYPEN_members❜❜
𝑺𝒐𝒖𝒍𝒎𝒂𝒕𝒆:@shiyabuse",𝑺𝒉𝒆 / 𝑯𝒆𝒓 ·🥀,620,742,6103,0,@shiyabuse i love you 💛,[]
1391,Art_of_Meier,"Real name, no gimmicks.",,64,4,121,0,@IGN I am playing on the base PS4 and I love it.,[]
1392,juh_monteiroo11,Ig: xmont3iro,Algarve,291,398,23147,15240,"my twitter look like I’m single, taken, depressed, in love, heartbroken, a player and loyal so don’t think you know me.",[]
1393,irsalnabilaa1,fan acc of @treasuremembers✨my happines is @treasuremembers💜💖,North Korea,1000,855,3346,349,"""Please love all 12 members."" - Bang Yedam

That's the tweet 🙂",[]
1394,AdebimpeOlabis1,,,659,565,89890,11,"#TachaCashChallenge 
Sending love to all my fellow Titans from Uganda ❤️❤️  meanwhile is it still possible to send out a little more contribution for Tee from Uganda??🇺🇬   #TachaCashChallenge",['TachaCashChallenge']
1395,fpaula9,Amor pelo Gulf. ☺️🥰,"Distrito Federal, Brasil",326,244,30600,10,"All one's life, there are some unspeakable secrets, irreparable regrets, untouchable dreams, unforgettable love.
#HairitzxGulf",[]
1396,AlishaM08756132,Fan of RAHUL VAIDYA,,82,88,3970,3,"We love you ❤️❤️❤️
Rahul vaidya ......For your 
This kind of personality ....
Raja ho ap sbke Dil ke @RahulVaidya_Fan 

KING RKV IS BACK https://t.co/nRm4MjXBZm",[]
1397,SirYochi,TREASURE ROTY,,35,108,5858,0,"I love u 
@treasuremembers https://t.co/AKWpVIdB3e",[]
1398,always4Hyuk,#EUNHYUK's Jewel | #SUPERJUNIOR's ELF,,339,263,122,2,i really love his fashion sense ㅠㅠ https://t.co/2SGOIPVf3F,[]
1399,Bhumi31137637,"BLESSED ✨
18🌻",,134,92,5325,5,"More smiling, less worrying.
More compassion, less judgement.
More blessed, less stressed.
More love, less hate.

KING RKV IS BACK",[]
1400,swapna31639281,,"Hyderabad, India",76,188,38037,19,"Hahha Love the tag 😂😂😂

#OyeBollywoodChup",['OyeBollywoodChup']
1401,anaturalstate,"I am an expat plankton ecologist who loves music, travel, red wine and my cats. I work at the science and policy interface, in marine conservation.",N 50 21' 0'' / W 4 8' 0'',1285,3317,43814,0,@AmbroiseVelvet These are great. I love the host.,[]
1402,ComposerFacts,"Music-Words-Comedy-Words-Music
@NaxosMusicLib #TheSkewer #deadringers Also plays in orchestras (remember them?) for money (remember that?)",disputed zone,432,851,583,0,"@Telegraph I love a challenge, but I'm very sorry, I simply *could not* masturbate to this. 3/10 https://t.co/2RNXB7kDAz",[]
1403,oaefrig,jANGAN LINGSET DULU W TRAUMA,Cowo 14; cewe 12,32,31,888,0,@selfolconvo Dont say sorry. I'll always love my kiddos even they don't have an akhlak. Its okay &lt;3,[]
1404,Eyeiieya,"☕รีวิว #EYEONJINBEOM 
IGOT7💚GOT7☆JJ PROJECT☆JUS2☆
7 or never , 7 or nothing☆
🌴🐰👑🍑🌙🐍🌼🐥",,1308,631,20207,11312,"GOT7 MONOGRAPH &lt;Breath of Love : Last Piece&gt; EP.05
https://t.co/a1p7ch1efZ

YouTube https://t.co/z7CjZnjbkX
MelOn https://t.co/FJ2uTSU2lP
Vibe https://t.co/A43CkUyDoq

#GOT7 #갓세븐 @GOT7Official
#IGOT7 #아가새
#GOT7_BreathofLove_LastPiece
#GOT7_Breath
#GOT7_LASTPIECE https://t.co/uU4FopVDey",[]
1405,lovesinrin,IZONE | GFRIEND,she/her,508,426,33391,0,@official_izone I LOVE YOU,[]
1406,zeyxwt,#LEVI:~ daily thirst tweets (NSFW - MINORS DNI) | she/they | 19 | bi | infp 🇹🇷🏳️‍🌈,liv's harem,1260,1261,6529,0,"PLSSSS I LOVE U SM 🥺🥺🥺♥️💞♥️💞💞♥️💞
@trillia_ https://t.co/5FW1rnVyoL",[]
1407,minikarma123,Americans brought democracy to West Germany... Never again fascism!!!!!! Never again racial hatred!!!!! I grew up with it. I now fear for America🗽💙💜🧡❤,"Berlin, Deutschland",549,182,15431,354,"In his unctuous love letter, Barr said Trump built the strongest and most resilient economy in American history

Meanwhile millions of us are unemployed and struggling to pay rent &amp; student debt

His economy failed us &amp; the slide started before Covid

The middle class cannot hold",[]
1408,LiuyeBF,he him,DESI%CPOP%R1SE 照片里面的生活比现实中好看 想要还原的世界 颠倒且缓慢 刷新的从来只是饥饿和安全感 完美升级到没有极限 今天的主题 不只是会说句 “我行!” 拼尽我所有 可以 可以 可以 可以 做最好 NO FEM TERMS,614,436,6987,0,"@S9EU4LGl BUT I LOVE YOU NONETHELESS

I RESPECT YOU SO I DIDN'T YOU CALL YOU ANY OF THAT IDIOT",[]
1409,aliyyaliya,古い私たちが恋しい,depan tv,953,1227,9708,0,"tag your 3rd

hey wanna play a game? Let's fake date for a month, whoever falls in love first lose.",[]
1410,Eileen_Singapor,🇸🇬🇰🇷 안녕하세요! 이린이에요 ♡ Monsta X 좋아해요 ♡,Singapore,998,106,10026,97,"YALL IS THIS THE JAPANESE VERSION ALBUM OF FATAL LOVE?????? 
😭😭😭😭😭😭😭😭😭😭😭😭
@Official_MX_jp @OfficialMonstaX https://t.co/oq0dRv35E8",[]
1411,ernagecha,happy,,161,43,17494,291,"MOST STREAMED 2020 FEMALE ARTIST SONGS ON MELON:

#1 IU ft. SUGA - eight (164M)
#2 IU - Give You My Heart (105M)
#3 Hwa Sa - Maria (101M)
#4 Jeon Mido - I Knew I Love (84M)
#5 BOL4 ft. Baekhyun - Leo (83M)
#6 JOY - Introduce me a good person (75M)",[]
1412,Ilmnhrth,no need to satisfy everyone,"Negri Sembilan, Malaysia",148,141,1073,15240,"my twitter look like I’m single, taken, depressed, in love, heartbroken, a player and loyal so don’t think you know me.",[]
1413,igmpj,"Love my Friends/Family, Comedy, Positive Energy, #NoH8, Democrat, #TeamGay, Home Cook, Culinary Geek and I crochet scarves and hats for Shelters/Chemo Patients",Montgomery County PA,1127,3357,79464,0,"@LeftofStr8 Good Morning, Handsome 😘🌹☕️ Happy Tuesday, dear friend.  Snow/Rain stopped, Suns Out, Storms tomorrow 🥶 Yep, Winter is here! Hope you’re doing well and ready for the big day 10 days away! Sending Big Hugs and Love! Make it an AWESOME Day! ✌️❤️🌈😘🎅🏻🎄 Namaste 🙏🏻🧘‍♂️ https://t.co/95Ug80Erq8",[]
1414,_AlyaSab,be nice or go away.,,71,62,1937,2528,"Top 10 most streamed albums on Spotify this week:
#1 EL ÚLTIMO TOUR DEL MUNDO @sanbenito
#2 positions @ArianaGrande
#3 Wonder @ShawnMendes
#4 Pop Smoke
#5 Christmas 
#6 BE @BTS_twt
#7 Plastic Hearts @MileyCyrus
#8 Juice WRLD
#9 F*CK LOVE @thekidlaroi
#10 Fine Line @Harry_Styles",[]
1415,laurensole444,🇱🇧BLM                                   Switch code: SW-1088-3139-5317,"New York, USA ",768,795,152499,0,I love every inch of these photos https://t.co/tJb0261Rcu,[]
1416,EdmMowgli,just your friendly neighborhood Gemini ♊️ 🌈 🤪 sc: Jahg97 insta: johnny_cakes97,,1704,1217,13488,0,"I just watched Love, Simon for the first time and it’s so unrealistic honestly. Cute but unrealistic",[]
1417,KenloveJoseph2,j'aime le foot,,0,0,3,0,@lodyaquin Love you baby,[]
1418,saidsalm1234567,,,919,61,1132,0,@eurasianbabyxo Love you,[]
1419,petatography,"Spitting flaming balls of vulgarity.
He/him",Running From Adulthood,323,266,36793,0,Also known as my love life. https://t.co/qPBvoyK69z,[]
1420,BernardoJnior8,"+258❤
Born to Boss
Entrepreneur💰
ツTradutor Ajuramentado🎓 📚
Grind don't Stop 
Hustle Never Stop",Maputo,330,104,495,1750,I just want to say thank y’all for the love. I really appreciate it! From my humble self Osita Iheme aka Paw paw 😊 https://t.co/UlOuwh4VEV,[]
1421,chinelp,androgynous fashion stay winning -20 (。・ε・。),loml⁷,1477,982,30094,6369,bisexuals be like 'I CANT-' cant what? cant tell the difference between platonic and romantic love??,[]
1422,JoeLH48,"Don't take life too seriously, you'll never get out of it alive👀 full time @steelershockey & @SheffieldUnited fan ⚔️",,379,503,10739,0,I’d love Conor to take this fight for free n knock him clean inside 1 min https://t.co/6YE0BwXvWB,[]
1423,ItsDrizzy_D,🇵🇰|20,"Washington, DC",192,207,2559,2,"Always thank your parents for pouring the love of Ahlulbayt a.s in your heart, for taking you to Ziyarah, majalis, milaads, juloos and to Imam Bargahs. Surely without the love of this holy household, we are nothing.

Alhamdulillah 10× ♥️♥️♥️",[]
1424,theartbee,minor | they/she | ✿ | i’m mainly a corpse husband stan rn so unfollow if you don’t like that👍🏽👍🏽👍🏽,USA,817,274,4903,0,i love corpse and loey omfg https://t.co/K3fkwezhv2,[]
1425,a_hubr,Business stdnt    iok indn ocpd kshmr,,5,1,1,1,@mALiKbASiT_59  again Lots of love,[]
1426,yoursolovely07,Teamwork Makes the Dreamwork✊💜OT7💜,,385,260,2725,233,"Tae and joon calling their parents right after getting the Grammy nomination, how much I can love them more? https://t.co/P29eyyLhiQ",[]
1427,CoolBrighton,"One-Stop source of retweets about Sunny Brighton & Hove, UK. We auto-RT those we follow - include Brighton or Hove in the tweet. (RTs are not endorsements.)","Brighton & Hove, UK",2981,17952,777609,1,@Love_Brighton Thank you @Love_Brighton,[]
1428,zeyneeaappp,abi hadi yaa,,32,5,7,0,pure love,[]
1429,sinnihw,try something new at the wanmin restaurant,toilet,76,39,171,0,IM GOING ON AN ADVENTURE TO FIND NICE SMELLING HAND CREAM BRB 😭 I LOVE ODD GIRL OUT SM https://t.co/cNZpHrYoyG,[]
1430,DunbarinSowee,"I'm a star girl and glambitious , are you? ✨💫","Bristol, England",405,532,140497,1750,I just want to say thank y’all for the love. I really appreciate it! From my humble self Osita Iheme aka Paw paw 😊 https://t.co/UlOuwh4VEV,[]
1431,yoitae,♡ #TAEHYUNG : you're to young to let the world break you | ⁰⁶¹³ 		fan acc,ᴮᴱ🇵🇱 she/her ♡,928,1065,120670,6369,bisexuals be like 'I CANT-' cant what? cant tell the difference between platonic and romantic love??,[]
1432,Sharky4K,free the BLVD💙😤 Sheema🧡👫,,960,367,2714,0,That pussy hit different when you love her🤤💕,[]
1433,damlasecgin,BL DİZİ - YAZAR ✍🏻 ANGEL 🕊 TAYLAND BANGKOK 🇹🇭 ❤️ @Saint_sup SOLO SAİNTSUP ONLY SAİNT MY LOVE SUPSUP #Saint_sup ❤️ SAİNTSUP FOREVER ❤️ @RoseHeart1994 😘❤️,Thailand Bangkok ,297,210,52396,0,"I LOVE YOU @Saint_sup 
I LOVE YOU @Saint_sup 
I LOVE YOU @Saint_sup 
I LOVE YOU @Saint_sup 
I LOVE YOU @Saint_sup 
I LOVE YOU @Saint_sup 
I LOVE YOU @Saint_sup 
#Saint_sup #MingEr https://t.co/dBGTtmBMeL","['Saint_sup', 'MingEr']"
1434,AnorakTrendtru,"works licensed under Creative Commons.
engaged to @motohereits4am
runner of @churchofhagan. Prefer she/they. 
/Refugee from nonexistence/
pfp by @ChloeKello","St Petersburg, FL",255,183,16333,0,"@CallifraxYT @boulev_townsend Come on, Season 12 had my favorite historical figures, well represented, how could I not love it? Season 1 would be tied for first if the absorbaloff didn't exist. Season 11 felt like a season of the 3rd (my favorite) doctor's run, but modernized. So, I have my reasons.",[]
1435,tekkulol,@tekkuloll,$tekkuu,4881,996,5677,0,ever just want love,[]
1436,Illumiell,"Personal • INTJ • 18+ • Art, Barlife, RT • Thunderbolt Fantasy(凜雪鴉) • TDP • SV (Shen Jiu ONLY/Bingjiu)•Doodles→@illu_art • R18 →@illu_r18 • Bing @yeasting_laozu","Big Apple, NYC ",494,2936,110490,0,"I love this part with the ""exchange"" of names. ""I'm disinterested."" 

And of course, the development into ""little beast"" and LBH's ... dream realm experience. Where he comes to the realization that it's really SQQ.... heh. https://t.co/18wfPO01nZ",[]
1437,mytho_holic_,"Mere baansurii ka geet ho...
#RadhaKrishn ❤",India,105,516,9731,3,"""Love gets a glow on you ✨ ❤️ "" https://t.co/kPYxLLQ4Zb",[]
1438,vminloml_,19 ; she/her ; bangtan.loveblog / jk: bts = army,(🎞);; 지금 나와 let me fly to my room get me outta my blues and now i'm feelin' brand new.,286,1923,73830,6138,I love them so much 🥺💜😭 https://t.co/oSmPUyhZLV,[]
1439,eeyorenan,while I kiss your neck and shoulders.,,1467,4516,187925,36,".@KJH_officialtwt  “Another” album for Streams and ULs on Melon Chart.

1. Begin Again : 66.5M / 1.3M
2. Love you still : 13.7M / 210.5k
3. My Star : 12.8M / 163.3k
4. Designer : 12.6M / 164.9k
5. Blow Me : 12.3M / 135.9k
6. Melodrama : 11.8M / 147k

#김재환 #KIMJAEHWAN #JAEHWAN https://t.co/hvAvW509B6",[]
1440,sadpimentel,♬ ~ #cnco: these five boys are really the 5 people who light up my life from day to day. I’m proud of them ♥,I love joel pimentel so much ツ,12,420,59478,0,"I LOVE THEM I LOVE THEM I LOVE THEM I LOVE THEM I LOOOOVE THEM SOOOOO MUCH
🗣@CNCOmusic 🗣 https://t.co/HHjl1AoJnf",[]
1441,Rafs_Almeidaa,🌪 🌙,,369,2174,42756,24,Love is in the aaaaair https://t.co/ErMzVRhXeo,[]
1442,ifesinachichuk7,"if after following me and I followed back, and u went ahead to unfollow me after some days  be rest assured I will unfollow u too","Abuja, Nigeria",640,592,16079,187,"Number six already😍😍🔥🔥🔥. Love the energy elitessss. Let’s take this to number one. Today’s is all about #EricaXKukusHairAd 🥰💃. Meanwhile if you haven’t followed them on here, kindly do so, let’s get them to 3k followers now @kukus_hair 

Reply with the hashtag, no1🔥🔥💃 https://t.co/3Ox0f8rNoQ",[]
1443,9125Sya,SHE /HER :MINOR😌 JUST TREASURE🍊💎,,43,16,116,0,@treasuremembers please stay healthy 🥺 dont forget ur meal👌eat at the right times and i want to says that i love u so much 💕,[]
1444,CandyLouDre1,die hard fan of BTS_V💜💜,Republic of the Philippines,1061,579,15770,3,"THANK YOU TAEHYUNG  😭😭😭😭💜💜💜💜💜💜
This a best gift I got in the world... love, love and love and more love for you guys.. 🥺🥺🥺🥺😭😭😭😭😭😭😭😭😭💜💜💜💜💜💜💜💜💜@bts_twt #방탄소년단 #BTS https://t.co/pqk6je0s45",[]
1445,iridescentwooo,"𝙗𝙖𝙘𝙠 𝙞𝙩 𝙪𝙥, 𝙗𝙖𝙘𝙠 𝙞𝙩 𝙪𝙥!",,379,157,9804,621,"no, because we can see on his eyes that he is happy, that he is in love with what he is doing. that's all that matters, go jaehyun, be on the place that you will beautifully grow. 🥺 https://t.co/KsI7YeaisJ",[]
1446,dailygowonn,"↳ #이달의소녀 : best girl of meme🐸
ㅤㅤㅤㅤㅤㅤㅤ↳ #아이즈원 : best girl of the year👑




ㅤㅤㅤㅤㅤㅤ
『 main acc : @dailyizwizone 』",she/her,105,74,598,105,"🦊: Yes, WIZ*ONE! Thank you so much for supporting us!! It's been getting colder recently so please take care of yourself. Let's keep fighting for the remainder of 2020~ We love you WIZ*ONE, thank you ❤️

#Panorama1stWin 
https://t.co/Xx04omXb60",[]
1447,hanijyyz,"INSPIRIT (?)| A.R.M.Y (J)| EXO-L (Y)| CARAT (Z)| MOA🦊muah moah moa🦊
💔💔💔💔💔 
🎉2201🎉
💕JYYZYYT FANS💕
🌟빛나는 별🌟",,326,48,55264,16,the way maknae line got up just to hug joon 🥺😔 they love him so much man https://t.co/EIURY4L1hN,[]
1448,sazzybrownn,"Pisces ♓️.hairstylist ,linguist...,gunners,, humour, 😈goofy,,foodie,marketing manager@mirasodkleen:I don’t like stress","Abuja, Nigeria",901,1001,13038,0,@THEDawnDickson Love to see it,[]
1449,lol_r33ze,"League of Legends, Streaming and BTS","Avesta, Sverige",413,16,2056,5,"I don't think I ever posted this project from last year because I was self conscious about it, but here's another combination of two things I love (BTS x Horses). Perhaps not my best work but one I enjoyed quite a lot 💖
#btsfanart #BTS #JIMIN #Taehyung #v #JUNGKOOK #JHOPE https://t.co/OkVz3pKvc9",[]
1450,MiniGiannis,,,152,94,9094,1750,I just want to say thank y’all for the love. I really appreciate it! From my humble self Osita Iheme aka Paw paw 😊 https://t.co/UlOuwh4VEV,[]
1451,kelleighkell,Athlete. Horsepower. Ardent tea collector. Bon vivant. Wanderer.,The Gymnasium,651,1136,47962,0,"Y’all seen @ciara’s physique in ‘The Greatest Love’ music video?

That video was released on February 2019 and GEEZ LOUIS 🥵 — A1.",[]
1452,jesus83856008,Single chap looking for my partner in crime🤣 Hate liars! What’s the point in lying? My autobiography got banned by the bookies! Still a virgin😩 Also a vegan,"Newbury, England",249,176,684,0,@Salsyapal @geroge46533366 Love this gif 😂 https://t.co/ztOtRUEkoG,[]
1453,16012014_4,,,89,17,405,11312,"GOT7 MONOGRAPH &lt;Breath of Love : Last Piece&gt; EP.05
https://t.co/a1p7ch1efZ

YouTube https://t.co/z7CjZnjbkX
MelOn https://t.co/FJ2uTSU2lP
Vibe https://t.co/A43CkUyDoq

#GOT7 #갓세븐 @GOT7Official
#IGOT7 #아가새
#GOT7_BreathofLove_LastPiece
#GOT7_Breath
#GOT7_LASTPIECE https://t.co/uU4FopVDey",[]
1454,harutowtnbe54,"YG STAN
Bucinnya Treasure💘💜
🍛⚡🍊@treasuremembers","Kota Surabaya, Jawa Timur",557,576,11342,129,"[📢] MASS TWEET CHALLENGE

Goal: 5,000 Replies

Reply ""Congratulations"" + TREASURE member's names along with the hashtags below.

#TREASUREにBEAUTIFULな質問募集
#TREASURE_BEAUTIFUL
@treasuremembers 

Let's send our love &amp; support for our boys. ❤️ https://t.co/jF9d5VLDo6",[]
1455,AnnelovesSB19,A'TIN ♡ Fan since 092219 ♡ 3/5 Menpa ♡ @SB19Official ♡ @jah447798 ♡ @imszmc ♡ @stellajero_ ♡ @keun16308352 ♡ @JoshCullen_s ♡ @maisaniJah,🇵🇭,817,937,35304,5,"How can you not love this baby?

REQUEST @SB19Official @MTV #FridayLivestream

SB19 BillboardSocialTop7
#SB19saTMFunPasko
@jah447798 https://t.co/PTUXkmb6hP","['FridayLivestream', 'SB19saTMFunPasko']"
1456,AnnamalaiP2,,"METTUPALAYAM,TAMILNADU",453,201,18953,143,I love you Thalaiva @rajinikanth ❤️❤️ https://t.co/MNv7mPoejF,[]
1457,KhushiiB11,"🅜︎🅐︎🅢︎🅣︎🅔︎🅡︎ 🅾︎🅵︎ 🅕︎🅐︎🅢︎🅗︎🅘︎🅞︎🅝︎ 🅜︎🅐︎🅝︎🅐︎🅖︎🅔︎🅜︎🅔︎🅝︎🅣︎(🄼🄵🄼),🅝︎🅘︎🅕︎🅣︎🄸🄰🄽🅂
जय श्री राम🚩||राष्ट्रवादी||हिन्दू🚩",🄽🄴🅴︎🄻🄸 🅲︎🅷︎🄸🄳🄸🆈︎🅰︎,1502,1535,17251,6,"Follow My Hetlaaaaaaa...

........ @ZaveriHetvee .......

She is very active Rashamian...

You love her tweets...

Rashami Ruling 4M Hearts",[]
1458,Aleena28856099,"ot7_bias
BTS ARMY😍
in the world of purple💜💜",,92,15,2060,3099,"RM on Weverse 1215 

I'm proud of you 💪
You guys deserve to receive that award 💥💯💜
We all love you💜😘

RM : 🥰🥰🥰

@BTS_twt https://t.co/H4yVVIKwn1",[]
1459,PonsecaRasel,"🐰Happy mind, Happy life🐰

    👉Pdx 1Pick KIM YO HAN🐰Yorangdan🥕Oneit🦋 RUi💫Yorangdan👈",🇵🇭,310,198,39857,4,"The Way How Daehyeon Was Trying To Change The Discussion To Yohan First Love
Then Our Babiee Was Also Trying To Change The Topic 🙈🙈🙈

I Bet The Whole Nation Are Curious Too Who Is Our Babiee First Love 🥰🥰🥰

#KIMYOHAN
@WEi__Official

https://t.co/QzrgrJnJKU",[]
1460,TheNationNews,"Official Twitter page of The Nation Newspapers, Nigeria's widest circulating newspaper. Need to reach us? info@thenationonlineng.net - IG/FB: thenationnewspaper","Lagos, Nigeria",466,1473714,238331,1,"VIDEO: My Heart and soul belongs to you, Naira Marley professes love to Tacha https://t.co/nAMPNP46Sf",[]
1461,ammaralijan,Historian. Activist. Member of the Haqooq-e-Khalq Movement (HKM). Symbol of Frightens.,,292,40500,3789,0,@Ihsanwaxiri Thank you for the love and support comrade.,[]
1462,erwan__er,hi! i whine about gender and my constant tiredness and scream about fandom-related things ✌ (iel / accords masc) 20y,,781,171,23738,1,"I know my love should be celebrated... 

BUT YOU TOLERATE IT",[]
1463,vacdoo,,,3557,4000,44471,111,late night call with someone you love hits different💗,[]
1464,tranngerine,an air sign just talking to the air,,87,88,24575,884,i love when the things that don’t matter stop mattering,[]
1465,060_NINO,You can’t go back and change the beginning but you can start where you are and change the ending,,306,557,66659,2202,fall in love with a Taurus.,[]
1466,itsempressdee,"Pan-African, Recovering plantain addict, Troublemaker",,699,713,3010,7095,"Stop tolerating unsupportive friends, family, and fake love.",[]
1467,kkayjeonkim,"𝓑𝓪𝓷𝓰𝓽𝓪𝓷 𝓢𝓸𝓷𝔂𝓮𝓸𝓷𝓭𝓪𝓷 𝓢𝓮𝓿𝓮𝓷𝓽𝓮𝓮𝓷 𝓔𝓷𝓱𝔂𝓹𝓮𝓷 
𝟽+𝟽+𝟷𝟹
•FAN ACCOUNT•",,462,365,3644,3099,"RM on Weverse 1215 

I'm proud of you 💪
You guys deserve to receive that award 💥💯💜
We all love you💜😘

RM : 🥰🥰🥰

@BTS_twt https://t.co/H4yVVIKwn1",[]
1468,Igbtporter,culo (di frans),zo | she/her • 18 🇮🇹,250,820,32401,0,@spampisamelia @milfswhore zo please i love you,[]
1469,coralchariot,,,338,56,23261,0,"Good Evening,Chris!!!!!!!!!!!💜🖤💜🖤💜🖤💜🖤💜🖤💜🖤💜🖤💜🖤💜🖤💜🖤💜🖤I hope you're having a wonderful evening,baby!!!!!!!!!!!❤🖤❤🖤❤🖤❤🖤❤🖤❤🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸👨‍🎤👩🏻👑👑😎😎♾♾I LOVE YOU,BABY!!!!!!!!!!!💞💗💗💘💘💓💓👨‍🎤👩🏻👑👑😎😎♾♾ https://t.co/xyEfwgUV0E",[]
1470,remiieG,,,347,523,13635,80,May the warmth of my Guru’s love keep my people warm during the nights they spend sleeping on the cold roads of December. 🤎 https://t.co/9oDrp7KRHR,[]
1471,AmarRenee,"24. beauty and lifestyle content creator, incoming operations analyst 😁💕https://t.co/MwXtqx7vua #BLACKLIVESMATTER 🇯🇲🇵🇦","London, England",515,3368,226301,0,"@sheisraya The more you do it the more you love it, it’s acc addictive",[]
1472,vmintrivia07,The genre is BTS | armys safe place - @BTS_twt |FAN OF GRAMMY NOMINATED SINGERS | fan account | KTH¹-30 DEC|she/her,bangtan.☆,628,338,18687,60,"🐨: Mom! It's really happening, it happened, did you see it?
🐨: How can you not give call though, to me, your son~
🐨: I love you, fighting~ 💜 okay!

🥺🥺🥺
https://t.co/tB5SHn64Ww",[]
1473,Ty_D_Breeder,"God first
Adventurous 
Capricorn ♑
Businessman
Farmer
Dog breeder 🐶
Introvert
Man United
Sarcasm&Freak
Dm is open for business and new ideas Shalom ♥",Lagos NIGERIA ,957,597,4240,0,"@DoctorEmto ....say I tell her frnd say I no understand her 

Never will I love fair girls again or those wit both ass and boobs  na my money pain me pass 1xbet self no chop me reach that day alone",[]
1474,chardunbar2,"IT’S HAPPENING 12/7/2020  Donald J. Trump is my President ❤️🇺🇸❤️ Proud NRA member, MAGA and KAG! RTs are not endorsements, well most are 🇺🇸",United States,2636,5379,333653,983,"Democrats love the pandemic.

They hate you--and your freedoms.",[]
1475,nikkilouh,2 3/4 year( I was an opt out 2:2 placement to do) Mental Health student Nurse.Mature student . I enjoy walking my two fur babies . She/her,Yorkshire and The Humber,809,716,5435,0,@WeStudentNurse My research and dissertation hopefully will improve care . I would love to do research in the future and I am interested in research nursing in the future .,[]
